filename,label,original_file,filepath,label_idx
blues.00000.png,blues,blues.00000.wav,spectrogram_data\blues\blues.00000.png,0
blues.00001.png,blues,blues.00001.wav,spectrogram_data\blues\blues.00001.png,0
blues.00002.png,blues,blues.00002.wav,spectrogram_data\blues\blues.00002.png,0
blues.00003.png,blues,blues.00003.wav,spectrogram_data\blues\blues.00003.png,0
blues.00004.png,blues,blues.00004.wav,spectrogram_data\blues\blues.00004.png,0
blues.00005.png,blues,blues.00005.wav,spectrogram_data\blues\blues.00005.png,0
blues.00006.png,blues,blues.00006.wav,spectrogram_data\blues\blues.00006.png,0
blues.00007.png,blues,blues.00007.wav,spectrogram_data\blues\blues.00007.png,0
blues.00008.png,blues,blues.00008.wav,spectrogram_data\blues\blues.00008.png,0
blues.00009.png,blues,blues.00009.wav,spectrogram_data\blues\blues.00009.png,0
blues.00010.png,blues,blues.00010.wav,spectrogram_data\blues\blues.00010.png,0
blues.00011.png,blues,blues.00011.wav,spectrogram_data\blues\blues.00011.png,0
blues.00012.png,blues,blues.00012.wav,spectrogram_data\blues\blues.00012.png,0
blues.00013.png,blues,blues.00013.wav,spectrogram_data\blues\blues.00013.png,0
blues.00014.png,blues,blues.00014.wav,spectrogram_data\blues\blues.00014.png,0
blues.00015.png,blues,blues.00015.wav,spectrogram_data\blues\blues.00015.png,0
blues.00016.png,blues,blues.00016.wav,spectrogram_data\blues\blues.00016.png,0
blues.00017.png,blues,blues.00017.wav,spectrogram_data\blues\blues.00017.png,0
blues.00018.png,blues,blues.00018.wav,spectrogram_data\blues\blues.00018.png,0
blues.00019.png,blues,blues.00019.wav,spectrogram_data\blues\blues.00019.png,0
blues.00020.png,blues,blues.00020.wav,spectrogram_data\blues\blues.00020.png,0
blues.00021.png,blues,blues.00021.wav,spectrogram_data\blues\blues.00021.png,0
blues.00022.png,blues,blues.00022.wav,spectrogram_data\blues\blues.00022.png,0
blues.00023.png,blues,blues.00023.wav,spectrogram_data\blues\blues.00023.png,0
blues.00024.png,blues,blues.00024.wav,spectrogram_data\blues\blues.00024.png,0
blues.00025.png,blues,blues.00025.wav,spectrogram_data\blues\blues.00025.png,0
blues.00026.png,blues,blues.00026.wav,spectrogram_data\blues\blues.00026.png,0
blues.00027.png,blues,blues.00027.wav,spectrogram_data\blues\blues.00027.png,0
blues.00028.png,blues,blues.00028.wav,spectrogram_data\blues\blues.00028.png,0
blues.00029.png,blues,blues.00029.wav,spectrogram_data\blues\blues.00029.png,0
blues.00030.png,blues,blues.00030.wav,spectrogram_data\blues\blues.00030.png,0
blues.00031.png,blues,blues.00031.wav,spectrogram_data\blues\blues.00031.png,0
blues.00032.png,blues,blues.00032.wav,spectrogram_data\blues\blues.00032.png,0
blues.00033.png,blues,blues.00033.wav,spectrogram_data\blues\blues.00033.png,0
blues.00034.png,blues,blues.00034.wav,spectrogram_data\blues\blues.00034.png,0
blues.00035.png,blues,blues.00035.wav,spectrogram_data\blues\blues.00035.png,0
blues.00036.png,blues,blues.00036.wav,spectrogram_data\blues\blues.00036.png,0
blues.00037.png,blues,blues.00037.wav,spectrogram_data\blues\blues.00037.png,0
blues.00038.png,blues,blues.00038.wav,spectrogram_data\blues\blues.00038.png,0
blues.00039.png,blues,blues.00039.wav,spectrogram_data\blues\blues.00039.png,0
blues.00040.png,blues,blues.00040.wav,spectrogram_data\blues\blues.00040.png,0
blues.00041.png,blues,blues.00041.wav,spectrogram_data\blues\blues.00041.png,0
blues.00042.png,blues,blues.00042.wav,spectrogram_data\blues\blues.00042.png,0
blues.00043.png,blues,blues.00043.wav,spectrogram_data\blues\blues.00043.png,0
blues.00044.png,blues,blues.00044.wav,spectrogram_data\blues\blues.00044.png,0
blues.00045.png,blues,blues.00045.wav,spectrogram_data\blues\blues.00045.png,0
blues.00046.png,blues,blues.00046.wav,spectrogram_data\blues\blues.00046.png,0
blues.00047.png,blues,blues.00047.wav,spectrogram_data\blues\blues.00047.png,0
blues.00048.png,blues,blues.00048.wav,spectrogram_data\blues\blues.00048.png,0
blues.00049.png,blues,blues.00049.wav,spectrogram_data\blues\blues.00049.png,0
blues.00050.png,blues,blues.00050.wav,spectrogram_data\blues\blues.00050.png,0
blues.00051.png,blues,blues.00051.wav,spectrogram_data\blues\blues.00051.png,0
blues.00052.png,blues,blues.00052.wav,spectrogram_data\blues\blues.00052.png,0
blues.00053.png,blues,blues.00053.wav,spectrogram_data\blues\blues.00053.png,0
blues.00054.png,blues,blues.00054.wav,spectrogram_data\blues\blues.00054.png,0
blues.00055.png,blues,blues.00055.wav,spectrogram_data\blues\blues.00055.png,0
blues.00056.png,blues,blues.00056.wav,spectrogram_data\blues\blues.00056.png,0
blues.00057.png,blues,blues.00057.wav,spectrogram_data\blues\blues.00057.png,0
blues.00058.png,blues,blues.00058.wav,spectrogram_data\blues\blues.00058.png,0
blues.00059.png,blues,blues.00059.wav,spectrogram_data\blues\blues.00059.png,0
blues.00060.png,blues,blues.00060.wav,spectrogram_data\blues\blues.00060.png,0
blues.00061.png,blues,blues.00061.wav,spectrogram_data\blues\blues.00061.png,0
blues.00062.png,blues,blues.00062.wav,spectrogram_data\blues\blues.00062.png,0
blues.00063.png,blues,blues.00063.wav,spectrogram_data\blues\blues.00063.png,0
blues.00064.png,blues,blues.00064.wav,spectrogram_data\blues\blues.00064.png,0
blues.00065.png,blues,blues.00065.wav,spectrogram_data\blues\blues.00065.png,0
blues.00066.png,blues,blues.00066.wav,spectrogram_data\blues\blues.00066.png,0
blues.00067.png,blues,blues.00067.wav,spectrogram_data\blues\blues.00067.png,0
blues.00068.png,blues,blues.00068.wav,spectrogram_data\blues\blues.00068.png,0
blues.00069.png,blues,blues.00069.wav,spectrogram_data\blues\blues.00069.png,0
blues.00070.png,blues,blues.00070.wav,spectrogram_data\blues\blues.00070.png,0
blues.00071.png,blues,blues.00071.wav,spectrogram_data\blues\blues.00071.png,0
blues.00072.png,blues,blues.00072.wav,spectrogram_data\blues\blues.00072.png,0
blues.00073.png,blues,blues.00073.wav,spectrogram_data\blues\blues.00073.png,0
blues.00074.png,blues,blues.00074.wav,spectrogram_data\blues\blues.00074.png,0
blues.00075.png,blues,blues.00075.wav,spectrogram_data\blues\blues.00075.png,0
blues.00076.png,blues,blues.00076.wav,spectrogram_data\blues\blues.00076.png,0
blues.00077.png,blues,blues.00077.wav,spectrogram_data\blues\blues.00077.png,0
blues.00078.png,blues,blues.00078.wav,spectrogram_data\blues\blues.00078.png,0
blues.00079.png,blues,blues.00079.wav,spectrogram_data\blues\blues.00079.png,0
blues.00080.png,blues,blues.00080.wav,spectrogram_data\blues\blues.00080.png,0
blues.00081.png,blues,blues.00081.wav,spectrogram_data\blues\blues.00081.png,0
blues.00082.png,blues,blues.00082.wav,spectrogram_data\blues\blues.00082.png,0
blues.00083.png,blues,blues.00083.wav,spectrogram_data\blues\blues.00083.png,0
blues.00084.png,blues,blues.00084.wav,spectrogram_data\blues\blues.00084.png,0
blues.00085.png,blues,blues.00085.wav,spectrogram_data\blues\blues.00085.png,0
blues.00086.png,blues,blues.00086.wav,spectrogram_data\blues\blues.00086.png,0
blues.00087.png,blues,blues.00087.wav,spectrogram_data\blues\blues.00087.png,0
blues.00088.png,blues,blues.00088.wav,spectrogram_data\blues\blues.00088.png,0
blues.00089.png,blues,blues.00089.wav,spectrogram_data\blues\blues.00089.png,0
blues.00090.png,blues,blues.00090.wav,spectrogram_data\blues\blues.00090.png,0
blues.00091.png,blues,blues.00091.wav,spectrogram_data\blues\blues.00091.png,0
blues.00092.png,blues,blues.00092.wav,spectrogram_data\blues\blues.00092.png,0
blues.00093.png,blues,blues.00093.wav,spectrogram_data\blues\blues.00093.png,0
blues.00094.png,blues,blues.00094.wav,spectrogram_data\blues\blues.00094.png,0
blues.00095.png,blues,blues.00095.wav,spectrogram_data\blues\blues.00095.png,0
blues.00096.png,blues,blues.00096.wav,spectrogram_data\blues\blues.00096.png,0
blues.00097.png,blues,blues.00097.wav,spectrogram_data\blues\blues.00097.png,0
blues.00098.png,blues,blues.00098.wav,spectrogram_data\blues\blues.00098.png,0
blues.00099.png,blues,blues.00099.wav,spectrogram_data\blues\blues.00099.png,0
classical.00000.png,classical,classical.00000.wav,spectrogram_data\classical\classical.00000.png,1
classical.00001.png,classical,classical.00001.wav,spectrogram_data\classical\classical.00001.png,1
classical.00002.png,classical,classical.00002.wav,spectrogram_data\classical\classical.00002.png,1
classical.00003.png,classical,classical.00003.wav,spectrogram_data\classical\classical.00003.png,1
classical.00004.png,classical,classical.00004.wav,spectrogram_data\classical\classical.00004.png,1
classical.00005.png,classical,classical.00005.wav,spectrogram_data\classical\classical.00005.png,1
classical.00006.png,classical,classical.00006.wav,spectrogram_data\classical\classical.00006.png,1
classical.00007.png,classical,classical.00007.wav,spectrogram_data\classical\classical.00007.png,1
classical.00008.png,classical,classical.00008.wav,spectrogram_data\classical\classical.00008.png,1
classical.00009.png,classical,classical.00009.wav,spectrogram_data\classical\classical.00009.png,1
classical.00010.png,classical,classical.00010.wav,spectrogram_data\classical\classical.00010.png,1
classical.00011.png,classical,classical.00011.wav,spectrogram_data\classical\classical.00011.png,1
classical.00012.png,classical,classical.00012.wav,spectrogram_data\classical\classical.00012.png,1
classical.00013.png,classical,classical.00013.wav,spectrogram_data\classical\classical.00013.png,1
classical.00014.png,classical,classical.00014.wav,spectrogram_data\classical\classical.00014.png,1
classical.00015.png,classical,classical.00015.wav,spectrogram_data\classical\classical.00015.png,1
classical.00016.png,classical,classical.00016.wav,spectrogram_data\classical\classical.00016.png,1
classical.00017.png,classical,classical.00017.wav,spectrogram_data\classical\classical.00017.png,1
classical.00018.png,classical,classical.00018.wav,spectrogram_data\classical\classical.00018.png,1
classical.00019.png,classical,classical.00019.wav,spectrogram_data\classical\classical.00019.png,1
classical.00020.png,classical,classical.00020.wav,spectrogram_data\classical\classical.00020.png,1
classical.00021.png,classical,classical.00021.wav,spectrogram_data\classical\classical.00021.png,1
classical.00022.png,classical,classical.00022.wav,spectrogram_data\classical\classical.00022.png,1
classical.00023.png,classical,classical.00023.wav,spectrogram_data\classical\classical.00023.png,1
classical.00024.png,classical,classical.00024.wav,spectrogram_data\classical\classical.00024.png,1
classical.00025.png,classical,classical.00025.wav,spectrogram_data\classical\classical.00025.png,1
classical.00026.png,classical,classical.00026.wav,spectrogram_data\classical\classical.00026.png,1
classical.00027.png,classical,classical.00027.wav,spectrogram_data\classical\classical.00027.png,1
classical.00028.png,classical,classical.00028.wav,spectrogram_data\classical\classical.00028.png,1
classical.00029.png,classical,classical.00029.wav,spectrogram_data\classical\classical.00029.png,1
classical.00030.png,classical,classical.00030.wav,spectrogram_data\classical\classical.00030.png,1
classical.00031.png,classical,classical.00031.wav,spectrogram_data\classical\classical.00031.png,1
classical.00032.png,classical,classical.00032.wav,spectrogram_data\classical\classical.00032.png,1
classical.00033.png,classical,classical.00033.wav,spectrogram_data\classical\classical.00033.png,1
classical.00034.png,classical,classical.00034.wav,spectrogram_data\classical\classical.00034.png,1
classical.00035.png,classical,classical.00035.wav,spectrogram_data\classical\classical.00035.png,1
classical.00036.png,classical,classical.00036.wav,spectrogram_data\classical\classical.00036.png,1
classical.00037.png,classical,classical.00037.wav,spectrogram_data\classical\classical.00037.png,1
classical.00038.png,classical,classical.00038.wav,spectrogram_data\classical\classical.00038.png,1
classical.00039.png,classical,classical.00039.wav,spectrogram_data\classical\classical.00039.png,1
classical.00040.png,classical,classical.00040.wav,spectrogram_data\classical\classical.00040.png,1
classical.00041.png,classical,classical.00041.wav,spectrogram_data\classical\classical.00041.png,1
classical.00042.png,classical,classical.00042.wav,spectrogram_data\classical\classical.00042.png,1
classical.00043.png,classical,classical.00043.wav,spectrogram_data\classical\classical.00043.png,1
classical.00044.png,classical,classical.00044.wav,spectrogram_data\classical\classical.00044.png,1
classical.00045.png,classical,classical.00045.wav,spectrogram_data\classical\classical.00045.png,1
classical.00046.png,classical,classical.00046.wav,spectrogram_data\classical\classical.00046.png,1
classical.00047.png,classical,classical.00047.wav,spectrogram_data\classical\classical.00047.png,1
classical.00048.png,classical,classical.00048.wav,spectrogram_data\classical\classical.00048.png,1
classical.00049.png,classical,classical.00049.wav,spectrogram_data\classical\classical.00049.png,1
classical.00050.png,classical,classical.00050.wav,spectrogram_data\classical\classical.00050.png,1
classical.00051.png,classical,classical.00051.wav,spectrogram_data\classical\classical.00051.png,1
classical.00052.png,classical,classical.00052.wav,spectrogram_data\classical\classical.00052.png,1
classical.00053.png,classical,classical.00053.wav,spectrogram_data\classical\classical.00053.png,1
classical.00054.png,classical,classical.00054.wav,spectrogram_data\classical\classical.00054.png,1
classical.00055.png,classical,classical.00055.wav,spectrogram_data\classical\classical.00055.png,1
classical.00056.png,classical,classical.00056.wav,spectrogram_data\classical\classical.00056.png,1
classical.00057.png,classical,classical.00057.wav,spectrogram_data\classical\classical.00057.png,1
classical.00058.png,classical,classical.00058.wav,spectrogram_data\classical\classical.00058.png,1
classical.00059.png,classical,classical.00059.wav,spectrogram_data\classical\classical.00059.png,1
classical.00060.png,classical,classical.00060.wav,spectrogram_data\classical\classical.00060.png,1
classical.00061.png,classical,classical.00061.wav,spectrogram_data\classical\classical.00061.png,1
classical.00062.png,classical,classical.00062.wav,spectrogram_data\classical\classical.00062.png,1
classical.00063.png,classical,classical.00063.wav,spectrogram_data\classical\classical.00063.png,1
classical.00064.png,classical,classical.00064.wav,spectrogram_data\classical\classical.00064.png,1
classical.00065.png,classical,classical.00065.wav,spectrogram_data\classical\classical.00065.png,1
classical.00066.png,classical,classical.00066.wav,spectrogram_data\classical\classical.00066.png,1
classical.00067.png,classical,classical.00067.wav,spectrogram_data\classical\classical.00067.png,1
classical.00068.png,classical,classical.00068.wav,spectrogram_data\classical\classical.00068.png,1
classical.00069.png,classical,classical.00069.wav,spectrogram_data\classical\classical.00069.png,1
classical.00070.png,classical,classical.00070.wav,spectrogram_data\classical\classical.00070.png,1
classical.00071.png,classical,classical.00071.wav,spectrogram_data\classical\classical.00071.png,1
classical.00072.png,classical,classical.00072.wav,spectrogram_data\classical\classical.00072.png,1
classical.00073.png,classical,classical.00073.wav,spectrogram_data\classical\classical.00073.png,1
classical.00074.png,classical,classical.00074.wav,spectrogram_data\classical\classical.00074.png,1
classical.00075.png,classical,classical.00075.wav,spectrogram_data\classical\classical.00075.png,1
classical.00076.png,classical,classical.00076.wav,spectrogram_data\classical\classical.00076.png,1
classical.00077.png,classical,classical.00077.wav,spectrogram_data\classical\classical.00077.png,1
classical.00078.png,classical,classical.00078.wav,spectrogram_data\classical\classical.00078.png,1
classical.00079.png,classical,classical.00079.wav,spectrogram_data\classical\classical.00079.png,1
classical.00080.png,classical,classical.00080.wav,spectrogram_data\classical\classical.00080.png,1
classical.00081.png,classical,classical.00081.wav,spectrogram_data\classical\classical.00081.png,1
classical.00082.png,classical,classical.00082.wav,spectrogram_data\classical\classical.00082.png,1
classical.00083.png,classical,classical.00083.wav,spectrogram_data\classical\classical.00083.png,1
classical.00084.png,classical,classical.00084.wav,spectrogram_data\classical\classical.00084.png,1
classical.00085.png,classical,classical.00085.wav,spectrogram_data\classical\classical.00085.png,1
classical.00086.png,classical,classical.00086.wav,spectrogram_data\classical\classical.00086.png,1
classical.00087.png,classical,classical.00087.wav,spectrogram_data\classical\classical.00087.png,1
classical.00088.png,classical,classical.00088.wav,spectrogram_data\classical\classical.00088.png,1
classical.00089.png,classical,classical.00089.wav,spectrogram_data\classical\classical.00089.png,1
classical.00090.png,classical,classical.00090.wav,spectrogram_data\classical\classical.00090.png,1
classical.00091.png,classical,classical.00091.wav,spectrogram_data\classical\classical.00091.png,1
classical.00092.png,classical,classical.00092.wav,spectrogram_data\classical\classical.00092.png,1
classical.00093.png,classical,classical.00093.wav,spectrogram_data\classical\classical.00093.png,1
classical.00094.png,classical,classical.00094.wav,spectrogram_data\classical\classical.00094.png,1
classical.00095.png,classical,classical.00095.wav,spectrogram_data\classical\classical.00095.png,1
classical.00096.png,classical,classical.00096.wav,spectrogram_data\classical\classical.00096.png,1
classical.00097.png,classical,classical.00097.wav,spectrogram_data\classical\classical.00097.png,1
classical.00098.png,classical,classical.00098.wav,spectrogram_data\classical\classical.00098.png,1
classical.00099.png,classical,classical.00099.wav,spectrogram_data\classical\classical.00099.png,1
country.00000.png,country,country.00000.wav,spectrogram_data\country\country.00000.png,2
country.00001.png,country,country.00001.wav,spectrogram_data\country\country.00001.png,2
country.00002.png,country,country.00002.wav,spectrogram_data\country\country.00002.png,2
country.00003.png,country,country.00003.wav,spectrogram_data\country\country.00003.png,2
country.00004.png,country,country.00004.wav,spectrogram_data\country\country.00004.png,2
country.00005.png,country,country.00005.wav,spectrogram_data\country\country.00005.png,2
country.00006.png,country,country.00006.wav,spectrogram_data\country\country.00006.png,2
country.00007.png,country,country.00007.wav,spectrogram_data\country\country.00007.png,2
country.00008.png,country,country.00008.wav,spectrogram_data\country\country.00008.png,2
country.00009.png,country,country.00009.wav,spectrogram_data\country\country.00009.png,2
country.00010.png,country,country.00010.wav,spectrogram_data\country\country.00010.png,2
country.00011.png,country,country.00011.wav,spectrogram_data\country\country.00011.png,2
country.00012.png,country,country.00012.wav,spectrogram_data\country\country.00012.png,2
country.00013.png,country,country.00013.wav,spectrogram_data\country\country.00013.png,2
country.00014.png,country,country.00014.wav,spectrogram_data\country\country.00014.png,2
country.00015.png,country,country.00015.wav,spectrogram_data\country\country.00015.png,2
country.00016.png,country,country.00016.wav,spectrogram_data\country\country.00016.png,2
country.00017.png,country,country.00017.wav,spectrogram_data\country\country.00017.png,2
country.00018.png,country,country.00018.wav,spectrogram_data\country\country.00018.png,2
country.00019.png,country,country.00019.wav,spectrogram_data\country\country.00019.png,2
country.00020.png,country,country.00020.wav,spectrogram_data\country\country.00020.png,2
country.00021.png,country,country.00021.wav,spectrogram_data\country\country.00021.png,2
country.00022.png,country,country.00022.wav,spectrogram_data\country\country.00022.png,2
country.00023.png,country,country.00023.wav,spectrogram_data\country\country.00023.png,2
country.00024.png,country,country.00024.wav,spectrogram_data\country\country.00024.png,2
country.00025.png,country,country.00025.wav,spectrogram_data\country\country.00025.png,2
